../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0000.jpg,../datasets/avenue/training/optical_flow/01/0000.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0001.jpg,../datasets/avenue/training/optical_flow/01/0001.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0002.jpg,../datasets/avenue/training/optical_flow/01/0002.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0003.jpg,../datasets/avenue/training/optical_flow/01/0003.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0004.jpg,../datasets/avenue/training/optical_flow/01/0004.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0005.jpg,../datasets/avenue/training/optical_flow/01/0005.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0006.jpg,../datasets/avenue/training/optical_flow/01/0006.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0007.jpg,../datasets/avenue/training/optical_flow/01/0007.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0008.jpg,../datasets/avenue/training/optical_flow/01/0008.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0009.jpg,../datasets/avenue/training/optical_flow/01/0009.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0010.jpg,../datasets/avenue/training/optical_flow/01/0010.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0011.jpg,../datasets/avenue/training/optical_flow/01/0011.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0012.jpg,../datasets/avenue/training/optical_flow/01/0012.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0013.jpg,../datasets/avenue/training/optical_flow/01/0013.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0014.jpg,../datasets/avenue/training/optical_flow/01/0014.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0015.jpg,../datasets/avenue/training/optical_flow/01/0015.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0016.jpg,../datasets/avenue/training/optical_flow/01/0016.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0017.jpg,../datasets/avenue/training/optical_flow/01/0017.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0018.jpg,../datasets/avenue/training/optical_flow/01/0018.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0019.jpg,../datasets/avenue/training/optical_flow/01/0019.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0020.jpg,../datasets/avenue/training/optical_flow/01/0020.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0021.jpg,../datasets/avenue/training/optical_flow/01/0021.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0022.jpg,../datasets/avenue/training/optical_flow/01/0022.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0023.jpg,../datasets/avenue/training/optical_flow/01/0023.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0024.jpg,../datasets/avenue/training/optical_flow/01/0024.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0025.jpg,../datasets/avenue/training/optical_flow/01/0025.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0026.jpg,../datasets/avenue/training/optical_flow/01/0026.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0027.jpg,../datasets/avenue/training/optical_flow/01/0027.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0028.jpg,../datasets/avenue/training/optical_flow/01/0028.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0029.jpg,../datasets/avenue/training/optical_flow/01/0029.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0030.jpg,../datasets/avenue/training/optical_flow/01/0030.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0031.jpg,../datasets/avenue/training/optical_flow/01/0031.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0032.jpg,../datasets/avenue/training/optical_flow/01/0032.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0033.jpg,../datasets/avenue/training/optical_flow/01/0033.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0034.jpg,../datasets/avenue/training/optical_flow/01/0034.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0035.jpg,../datasets/avenue/training/optical_flow/01/0035.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0036.jpg,../datasets/avenue/training/optical_flow/01/0036.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0037.jpg,../datasets/avenue/training/optical_flow/01/0037.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0038.jpg,../datasets/avenue/training/optical_flow/01/0038.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0039.jpg,../datasets/avenue/training/optical_flow/01/0039.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0040.jpg,../datasets/avenue/training/optical_flow/01/0040.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0041.jpg,../datasets/avenue/training/optical_flow/01/0041.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0042.jpg,../datasets/avenue/training/optical_flow/01/0042.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0043.jpg,../datasets/avenue/training/optical_flow/01/0043.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0044.jpg,../datasets/avenue/training/optical_flow/01/0044.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0045.jpg,../datasets/avenue/training/optical_flow/01/0045.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0046.jpg,../datasets/avenue/training/optical_flow/01/0046.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0047.jpg,../datasets/avenue/training/optical_flow/01/0047.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0048.jpg,../datasets/avenue/training/optical_flow/01/0048.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0049.jpg,../datasets/avenue/training/optical_flow/01/0049.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0050.jpg,../datasets/avenue/training/optical_flow/01/0050.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0051.jpg,../datasets/avenue/training/optical_flow/01/0051.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0052.jpg,../datasets/avenue/training/optical_flow/01/0052.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0053.jpg,../datasets/avenue/training/optical_flow/01/0053.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0054.jpg,../datasets/avenue/training/optical_flow/01/0054.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0055.jpg,../datasets/avenue/training/optical_flow/01/0055.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0056.jpg,../datasets/avenue/training/optical_flow/01/0056.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0057.jpg,../datasets/avenue/training/optical_flow/01/0057.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0058.jpg,../datasets/avenue/training/optical_flow/01/0058.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0059.jpg,../datasets/avenue/training/optical_flow/01/0059.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0060.jpg,../datasets/avenue/training/optical_flow/01/0060.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0061.jpg,../datasets/avenue/training/optical_flow/01/0061.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0062.jpg,../datasets/avenue/training/optical_flow/01/0062.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0063.jpg,../datasets/avenue/training/optical_flow/01/0063.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0064.jpg,../datasets/avenue/training/optical_flow/01/0064.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0065.jpg,../datasets/avenue/training/optical_flow/01/0065.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0066.jpg,../datasets/avenue/training/optical_flow/01/0066.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0067.jpg,../datasets/avenue/training/optical_flow/01/0067.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0068.jpg,../datasets/avenue/training/optical_flow/01/0068.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0069.jpg,../datasets/avenue/training/optical_flow/01/0069.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0070.jpg,../datasets/avenue/training/optical_flow/01/0070.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0071.jpg,../datasets/avenue/training/optical_flow/01/0071.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0072.jpg,../datasets/avenue/training/optical_flow/01/0072.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0073.jpg,../datasets/avenue/training/optical_flow/01/0073.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0074.jpg,../datasets/avenue/training/optical_flow/01/0074.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0075.jpg,../datasets/avenue/training/optical_flow/01/0075.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0076.jpg,../datasets/avenue/training/optical_flow/01/0076.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0077.jpg,../datasets/avenue/training/optical_flow/01/0077.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0078.jpg,../datasets/avenue/training/optical_flow/01/0078.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0079.jpg,../datasets/avenue/training/optical_flow/01/0079.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0080.jpg,../datasets/avenue/training/optical_flow/01/0080.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0081.jpg,../datasets/avenue/training/optical_flow/01/0081.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0082.jpg,../datasets/avenue/training/optical_flow/01/0082.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0083.jpg,../datasets/avenue/training/optical_flow/01/0083.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0084.jpg,../datasets/avenue/training/optical_flow/01/0084.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0085.jpg,../datasets/avenue/training/optical_flow/01/0085.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0086.jpg,../datasets/avenue/training/optical_flow/01/0086.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0087.jpg,../datasets/avenue/training/optical_flow/01/0087.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0088.jpg,../datasets/avenue/training/optical_flow/01/0088.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0089.jpg,../datasets/avenue/training/optical_flow/01/0089.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0090.jpg,../datasets/avenue/training/optical_flow/01/0090.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0091.jpg,../datasets/avenue/training/optical_flow/01/0091.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0092.jpg,../datasets/avenue/training/optical_flow/01/0092.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0093.jpg,../datasets/avenue/training/optical_flow/01/0093.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0094.jpg,../datasets/avenue/training/optical_flow/01/0094.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0095.jpg,../datasets/avenue/training/optical_flow/01/0095.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0096.jpg,../datasets/avenue/training/optical_flow/01/0096.flo
../datasets/avenue/training/frames/01,../datasets/avenue/training/frames/01//0097.jpg,../datasets/avenue/training/optical_flow/01/0097.flo
